color_lat_in,color_selec_in,orient_lat_in,orient_selec_in,neutral_lat_in,neutral_selec_in,color_lat_out,color_selec_out,orient_lat_out,orient_selec_out,neutral_lat_out,neutral_selec_out,path,session,cluster_ch,pos_lat,pos_selec,avgfr_in,avgfr_out,t_before_s_on,area,matrix_row,matrix_col,cluster_group
472.0,c5,198.0,o5,1206.0,sample,,nan,1172.0,o1,306.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_good1_neu.h5,2022-12-14_10-50-49,26,190.0,in,3.7846020761245676,2.745232708468002,200,v4,2,1,good
289.0,c1,507.0,o5,536.0,sample,,nan,1037.0,o1,968.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua6_neu.h5,2022-12-14_10-50-49,35,227.0,out,12.80565167243368,17.105688429217842,200,v4,3,6,mua
28.0,c5,334.0,o5,274.0,sample,,nan,,nan,307.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua7_neu.h5,2022-12-14_10-50-49,38,249.0,in,1.457612456747405,0.5292501616031028,200,v4,0,6,mua
271.0,c5,1220.0,o5,258.0,sample,,nan,,nan,288.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua8_neu.h5,2022-12-14_10-50-49,40,218.0,in,6.222606689734717,1.9372171945701357,200,v4,0,7,mua
230.0,c5,184.0,o5,184.0,n0,,nan,1092.0,o1,1234.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua9_neu.h5,2022-12-14_10-50-49,45,175.0,in,3.5178777393310265,3.385585003232062,200,v4,5,7,mua
236.0,c5,254.0,o1,441.0,sample,,nan,705.0,o5,543.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua10_neu.h5,2022-12-14_10-50-49,54,437.0,in,21.323529411764707,21.557853910795085,200,v4,4,5,mua
,nan,1244.0,o5,874.0,n0,,nan,,nan,654.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua11_neu.h5,2022-12-14_10-50-49,62,,nan,0.5420991926182238,0.35552682611506137,200,v4,0,5,mua
280.0,c1,416.0,o1,419.0,n0,904.0,c1,745.0,o5,351.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_good2_neu.h5,2022-12-14_10-50-49,4,266.0,in,15.67185697808535,14.566499676793795,200,v4,2,2,good
,nan,,nan,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua12_neu.h5,2022-12-14_10-50-49,6,479.0,out,0.28114186851211076,0.27876535229476407,200,v4,0,2,mua
,nan,,nan,176.0,n0,,nan,724.0,o5,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua13_neu.h5,2022-12-14_10-50-49,8,636.0,out,0.23212226066897346,0.28280542986425344,200,v4,0,3,mua
,nan,,nan,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_good3_neu.h5,2022-12-14_10-50-49,9,,nan,0.020184544405997696,0.01616031027795734,200,v4,1,3,good
,nan,,nan,,nan,,nan,,nan,437.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_good4_neu.h5,2022-12-14_10-50-49,9,361.0,in,0.35755478662053053,0.3070458952811894,200,v4,1,3,good
,nan,295.0,o1,254.0,sample,,nan,1060.0,o5,1238.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua14_neu.h5,2022-12-14_10-50-49,9,259.0,in,5.4209919261822375,3.712831286360698,200,v4,1,3,mua
,nan,,nan,245.0,n0,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua15_neu.h5,2022-12-14_10-50-49,10,508.0,nan,0.04757785467128028,0.05454104718810601,200,v4,2,3,mua
333.0,c5,274.0,o1,1159.0,sample,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua16_neu.h5,2022-12-14_10-50-49,10,388.0,out,3.555363321799308,3.773432449903038,200,v4,2,3,mua
,nan,726.0,o5,573.0,sample,,nan,,nan,912.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_good5_neu.h5,2022-12-14_10-50-49,14,184.0,in,11.102941176470589,6.7267291531997415,200,v4,6,3,good
,nan,,nan,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua17_neu.h5,2022-12-14_10-50-49,14,205.0,in,1.9852941176470587,1.7311732385261795,200,v4,6,3,mua
1184.0,c5,205.0,o5,291.0,n0,,nan,639.0,o5,289.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua18_neu.h5,2022-12-14_10-50-49,18,323.0,out,9.958189158016149,10.845588235294118,200,v4,6,1,mua
425.0,c1,396.0,o5,372.0,n0,483.0,c1,1038.0,o5,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_good6_neu.h5,2022-12-14_10-50-49,20,199.0,out,6.443194925028835,9.10229476405947,200,v4,5,1,good
211.0,c5,188.0,o5,208.0,n0,,nan,531.0,o5,496.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_good7_neu.h5,2022-12-14_10-50-49,25,197.0,in,4.2387543252595155,3.9390756302521006,200,v4,4,0,good
,nan,,nan,323.0,n0,,nan,1061.0,o1,948.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_good8_neu.h5,2022-12-14_10-50-49,27,378.0,out,1.508073817762399,2.3351648351648353,200,v4,5,0,good
193.0,c5,504.0,o1,285.0,sample,,nan,,nan,405.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua19_neu.h5,2022-12-14_10-50-49,30,184.0,in,8.155997693194925,7.241839043309632,200,v4,0,1,mua
213.0,c5,,nan,1125.0,sample,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_good9_neu.h5,2022-12-14_10-50-49,30,1100.0,in,0.6776239907727797,0.6181318681318682,200,v4,0,1,good
,nan,278.0,o5,213.0,sample,515.0,c1,,nan,640.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_good10_neu.h5,2022-12-14_10-50-49,33,336.0,in,12.006920415224915,11.584922430510666,200,v4,5,6,good
,nan,,nan,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_good11_neu.h5,2022-12-14_10-50-49,34,496.0,nan,0.06055363321799308,0.12120232708468003,200,v4,4,6,good
579.0,c1,539.0,o5,329.0,n0,,nan,1112.0,o1,831.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_good12_neu.h5,2022-12-14_10-50-49,37,222.0,out,2.1381199538638986,4.379444085326439,200,v4,1,6,good
,nan,,nan,443.0,sample,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua20_neu.h5,2022-12-14_10-50-49,39,429.0,in,1.0063437139561706,0.9554783451842275,200,v4,7,6,mua
,nan,1077.0,o5,,nan,,nan,,nan,655.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua21_neu.h5,2022-12-14_10-50-49,44,,nan,0.2177047289504037,0.2403846153846154,200,v4,4,7,mua
,nan,,nan,714.0,n0,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_good13_neu.h5,2022-12-14_10-50-49,44,505.0,nan,0.04325259515570934,0.10302197802197802,200,v4,4,7,good
198.0,c1,302.0,o1,318.0,sample,,nan,,nan,903.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua22_neu.h5,2022-12-14_10-50-49,46,338.0,in,2.487024221453287,2.1695216548157727,200,v4,6,7,mua
,nan,220.0,o5,244.0,sample,,nan,,nan,280.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua23_neu.h5,2022-12-14_10-50-49,47,225.0,in,4.3944636678200695,2.9795572074983836,200,v4,7,7,mua
624.0,c1,1107.0,o5,630.0,n0,728.0,c5,,nan,1086.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua24_neu.h5,2022-12-14_10-50-49,48,432.0,in,1.572952710495963,1.529169360051713,200,v4,7,5,mua
303.0,c1,258.0,o5,562.0,sample,,nan,1110.0,o1,35.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua25_neu.h5,2022-12-14_10-50-49,50,527.0,in,1.2024221453287196,1.456447963800905,200,v4,6,5,mua
,nan,314.0,o5,294.0,sample,952.0,c1,,nan,277.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua26_neu.h5,2022-12-14_10-50-49,51,207.0,out,6.203863898500576,7.365061409179056,200,v4,1,4,mua
216.0,c5,287.0,o5,803.0,n0,,nan,761.0,o5,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua27_neu.h5,2022-12-14_10-50-49,55,240.0,out,0.6473471741637832,0.7777149321266967,200,v4,3,4,mua
407.0,c1,231.0,o5,263.0,sample,,nan,,nan,359.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_good14_neu.h5,2022-12-14_10-50-49,55,260.0,out,1.4302191464821221,2.3028442146089207,200,v4,3,4,good
,nan,430.0,o1,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua28_neu.h5,2022-12-14_10-50-49,57,401.0,in,0.20040369088811993,0.08888170652876534,200,v4,4,4,mua
205.0,c5,,nan,726.0,n0,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua29_neu.h5,2022-12-14_10-50-49,58,165.0,in,2.5922722029988465,2.234162895927602,200,v4,2,5,mua
324.0,c1,,nan,253.0,n0,,nan,1153.0,o5,709.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-14_10-50-49_Riesling_v4_e1_r1_mua30_neu.h5,2022-12-14_10-50-49,61,198.0,out,3.0074971164936564,4.666289592760181,200,v4,6,4,mua
,nan,358.0,o5,,nan,,nan,,nan,433.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua1_neu.h5,2022-12-16_10-30-59,5,214.0,out,14.476699770817417,13.71565049377415,200,v4,1,2,mua
,nan,756.0,o5,311.0,n0,,nan,646.0,o5,528.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_good1_neu.h5,2022-12-16_10-30-59,33,194.0,out,5.295072574484339,6.861850579647918,200,v4,5,6,good
,nan,665.0,o5,,nan,,nan,1068.0,o1,1007.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua2_neu.h5,2022-12-16_10-30-59,35,252.0,out,14.550706646294882,19.925397166165734,200,v4,3,6,mua
299.0,c5,,nan,520.0,sample,,nan,1198.0,o5,581.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua3_neu.h5,2022-12-16_10-30-59,54,250.0,out,27.59024064171123,29.575461571489907,200,v4,4,5,mua
201.0,c5,296.0,o5,214.0,sample,1079.0,c5,,nan,1060.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_good2_neu.h5,2022-12-16_10-30-59,33,538.0,in,10.561497326203208,9.81912838127952,200,v4,5,6,good
,nan,262.0,o5,1045.0,n0,,nan,,nan,928.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua4_neu.h5,2022-12-16_10-30-59,44,223.0,out,4.643334606569901,7.602511807642765,200,v4,4,7,mua
224.0,c5,227.0,o5,,nan,,nan,1087.0,o1,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_good3_neu.h5,2022-12-16_10-30-59,2,200.0,in,16.19079449961803,13.809574924860456,200,v4,4,2,good
260.0,c1,274.0,o5,395.0,n0,,nan,284.0,o1,968.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua5_neu.h5,2022-12-16_10-30-59,4,279.0,in,27.795550038197096,26.983147273507946,200,v4,2,2,mua
382.0,c5,,nan,289.0,sample,,nan,,nan,313.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua6_neu.h5,2022-12-16_10-30-59,7,227.0,in,7.952158135981666,2.4393516530699872,200,v4,7,2,mua
,nan,,nan,308.0,sample,,nan,222.0,o5,498.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua7_neu.h5,2022-12-16_10-30-59,9,270.0,in,5.283135981665393,4.183662516101331,200,v4,1,3,mua
,nan,,nan,667.0,n0,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_good4_neu.h5,2022-12-16_10-30-59,10,,nan,0.08594346829640948,0.08319021039072563,200,v4,2,3,good
,nan,,nan,,nan,,nan,983.0,o5,341.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua8_neu.h5,2022-12-16_10-30-59,10,344.0,out,3.7170550038197097,4.390296264491198,200,v4,2,3,mua
325.0,c5,916.0,o5,535.0,sample,,nan,,nan,921.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_good5_neu.h5,2022-12-16_10-30-59,14,181.0,in,19.124809014514895,12.556354658651781,200,v4,6,3,good
218.0,c1,219.0,o5,,nan,,nan,644.0,o1,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua9_neu.h5,2022-12-16_10-30-59,14,222.0,in,1.5780175706646293,1.2773722627737227,200,v4,6,3,mua
,nan,250.0,o5,398.0,n0,,nan,,nan,334.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua10_neu.h5,2022-12-16_10-30-59,19,241.0,out,10.77635599694423,10.76373980249034,200,v4,1,0,mua
,nan,284.0,o5,141.0,n0,,nan,1082.0,o1,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua11_neu.h5,2022-12-16_10-30-59,20,177.0,out,5.860867074102368,8.241197939029627,200,v4,5,1,mua
302.0,c1,,nan,,nan,,nan,,nan,729.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua12_neu.h5,2022-12-16_10-30-59,21,238.0,out,1.7833269671504965,1.8409188492915414,200,v4,2,0,mua
,nan,,nan,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua13_neu.h5,2022-12-16_10-30-59,22,275.0,out,3.5594919786096257,4.0816874194933455,200,v4,4,1,mua
,nan,570.0,o5,,nan,,nan,1134.0,o1,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua14_neu.h5,2022-12-16_10-30-59,22,272.0,out,4.144385026737968,5.3322241305281235,200,v4,4,1,mua
,nan,,nan,,nan,,nan,,nan,1024.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua15_neu.h5,2022-12-16_10-30-59,22,224.0,out,1.3464476699770818,1.916058394160584,200,v4,4,1,mua
,nan,297.0,o5,276.0,sample,,nan,,nan,325.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua16_neu.h5,2022-12-16_10-30-59,24,240.0,out,39.206932773109244,39.029626449119796,200,v4,3,1,mua
313.0,c1,,nan,,nan,,nan,,nan,1160.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua17_neu.h5,2022-12-16_10-30-59,29,546.0,out,3.089190221543163,2.8204164877629885,200,v4,6,0,mua
189.0,c5,246.0,o1,232.0,n0,,nan,,nan,512.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua18_neu.h5,2022-12-16_10-30-59,30,180.0,in,15.751527883880824,13.3587376556462,200,v4,0,1,mua
197.0,c5,,nan,,nan,362.0,c5,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua19_neu.h5,2022-12-16_10-30-59,30,201.0,in,0.41539343009931246,0.33544439673679693,200,v4,0,1,mua
,nan,,nan,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_good6_neu.h5,2022-12-16_10-30-59,34,,nan,0.04297173414820474,0.06172176899957063,200,v4,4,6,good
,nan,,nan,475.0,sample,,nan,850.0,o5,366.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_good7_neu.h5,2022-12-16_10-30-59,34,194.0,out,7.668067226890756,8.928188063546587,200,v4,4,6,good
492.0,c1,292.0,o5,,nan,1111.0,c1,,nan,914.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_good8_neu.h5,2022-12-16_10-30-59,37,230.0,out,1.224694423223835,2.637934735938171,200,v4,1,6,good
236.0,c5,251.0,o5,285.0,sample,,nan,1246.0,o1,1252.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua20_neu.h5,2022-12-16_10-30-59,38,230.0,in,2.652310924369748,1.0412194074710175,200,v4,0,6,mua
394.0,c5,,nan,286.0,sample,,nan,,nan,334.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua21_neu.h5,2022-12-16_10-30-59,40,224.0,in,9.31770435446906,2.9492271361099185,200,v4,0,7,mua
,nan,,nan,,nan,,nan,,nan,1045.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_good9_neu.h5,2022-12-16_10-30-59,44,388.0,out,0.10026737967914438,0.36496350364963503,200,v4,4,7,good
,nan,,nan,815.0,n0,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua22_neu.h5,2022-12-16_10-30-59,44,,nan,0.7114209320091672,0.7835981107771576,200,v4,4,7,mua
,nan,,nan,955.0,n0,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_good10_neu.h5,2022-12-16_10-30-59,44,529.0,out,0.04297173414820474,0.07782310004293688,200,v4,4,7,good
,nan,170.0,o5,172.0,n0,194.0,c5,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_good11_neu.h5,2022-12-16_10-30-59,45,168.0,in,5.1661573720397245,4.830399313009876,200,v4,5,7,good
330.0,c1,372.0,o1,1044.0,n0,,nan,,nan,1189.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua23_neu.h5,2022-12-16_10-30-59,48,260.0,in,2.275114591291062,2.052919708029197,200,v4,7,5,mua
,nan,253.0,o5,,nan,1175.0,c1,1146.0,o1,569.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_good12_neu.h5,2022-12-16_10-30-59,50,977.0,out,1.883594346829641,2.458136539287248,200,v4,6,5,good
,nan,,nan,328.0,n0,,nan,1138.0,o1,1093.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua24_neu.h5,2022-12-16_10-30-59,50,773.0,out,0.4679144385026738,0.7594461142121082,200,v4,6,5,mua
,nan,237.0,o5,318.0,sample,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua25_neu.h5,2022-12-16_10-30-59,55,306.0,in,3.795836516424752,2.946543580936024,200,v4,3,4,mua
,nan,303.0,o5,494.0,n0,,nan,332.0,o5,815.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua26_neu.h5,2022-12-16_10-30-59,55,222.0,out,1.1864973262032086,2.243452125375698,200,v4,3,4,mua
327.0,c1,,nan,266.0,n0,,nan,,nan,596.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua27_neu.h5,2022-12-16_10-30-59,61,204.0,out,3.955786860198625,6.134607127522543,200,v4,6,4,mua
702.0,c5,,nan,361.0,n0,,nan,900.0,o1,290.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-16_10-30-59_Riesling_v4_e1_r1_mua28_neu.h5,2022-12-16_10-30-59,62,285.0,out,13.34988540870894,15.062795191069128,200,v4,0,5,mua
