color_lat_in,color_selec_in,orient_lat_in,orient_selec_in,neutral_lat_in,neutral_selec_in,color_lat_out,color_selec_out,orient_lat_out,orient_selec_out,neutral_lat_out,neutral_selec_out,path,session,cluster_ch,pos_lat,pos_selec,avgfr_in,avgfr_out,t_before_s_on,area,matrix_row,matrix_col,cluster_group
,nan,532.0,o1,835.0,sample,,nan,1044.0,o5,955.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua1_neu.h5,2022-12-01_10-23-18,62,225.0,in,13.337893296853625,11.545272559285493,200,v4,0,5,mua
,nan,,nan,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua2_neu.h5,2022-12-01_10-23-18,60,,nan,0.850718194254446,0.7121958731136433,200,v4,1,5,mua
,nan,,nan,361.0,sample,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua3_neu.h5,2022-12-01_10-23-18,58,,nan,1.8681600547195623,1.8478595626732368,200,v4,2,5,mua
,nan,,nan,443.0,sample,,nan,,nan,1241.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua4_neu.h5,2022-12-01_10-23-18,57,255.0,in,1.3679890560875512,0.8815829996920234,200,v4,4,4,mua
,nan,,nan,286.0,sample,446.0,c1,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua5_neu.h5,2022-12-01_10-23-18,55,,nan,6.301299589603284,5.843855866954111,200,v4,3,4,mua
,nan,,nan,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua6_neu.h5,2022-12-01_10-23-18,52,1041.0,out,0.286422708618331,0.45041576840160147,200,v4,5,5,mua
,nan,,nan,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua7_neu.h5,2022-12-01_10-23-18,53,,nan,1.0644664842681257,1.3165999384046814,200,v4,2,4,mua
,nan,,nan,717.0,n0,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua8_neu.h5,2022-12-01_10-23-18,51,214.0,out,0.8464432284541723,1.281952571604558,200,v4,1,4,mua
,nan,,nan,1030.0,sample,,nan,,nan,934.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua9_neu.h5,2022-12-01_10-23-18,48,299.0,in,1.72281121751026,1.6014782876501386,200,v4,7,5,mua
307.0,c5,255.0,o1,273.0,sample,,nan,,nan,800.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua10_neu.h5,2022-12-01_10-23-18,47,328.0,in,2.594904240766074,1.586079457961195,200,v4,7,7,mua
,nan,193.0,o1,260.0,sample,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_good1_neu.h5,2022-12-01_10-23-18,46,190.0,in,10.644664842681259,9.00831536803203,200,v4,6,7,good
,nan,,nan,,nan,,nan,828.0,o1,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua11_neu.h5,2022-12-01_10-23-18,46,264.0,out,1.201265389876881,1.4128426239605791,200,v4,6,7,mua
,nan,,nan,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua12_neu.h5,2022-12-01_10-23-18,45,280.0,out,5.369357045143639,5.693717277486911,200,v4,5,7,mua
,nan,,nan,,nan,254.0,c5,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua13_neu.h5,2022-12-01_10-23-18,45,,nan,0.2393980848153215,0.21173390822297505,200,v4,5,7,mua
,nan,,nan,801.0,n0,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua14_neu.h5,2022-12-01_10-23-18,44,,nan,8.374658002735979,8.908222975053896,200,v4,4,7,mua
,nan,,nan,87.0,n0,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua15_neu.h5,2022-12-01_10-23-18,43,,nan,0.4061217510259918,0.4427163535571296,200,v4,3,7,mua
,nan,,nan,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua16_neu.h5,2022-12-01_10-23-18,35,,nan,0.5386456908344733,0.5120110871573761,200,v4,3,6,mua
,nan,,nan,1196.0,sample,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_mua17_neu.h5,2022-12-01_10-23-18,29,1014.0,in,3.8816689466484267,3.245303356944872,200,v4,6,0,mua
,nan,,nan,304.0,n0,,nan,,nan,285.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_good2_neu.h5,2022-12-01_10-23-18,22,226.0,out,3.6721956224350207,4.7736372035725285,200,v4,4,1,good
329.0,c1,422.0,o1,673.0,sample,,nan,424.0,o1,1194.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_good3_neu.h5,2022-12-01_10-23-18,16,322.0,in,1.72281121751026,1.1857098860486603,200,v4,7,1,good
,nan,,nan,,nan,,nan,,nan,385.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_good4_neu.h5,2022-12-01_10-23-18,11,,nan,0.46597127222982215,0.3272251308900524,200,v4,3,3,good
,nan,,nan,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_good5_neu.h5,2022-12-01_10-23-18,10,,nan,0.03419972640218878,0.01924853711117955,200,v4,2,3,good
,nan,,nan,,nan,,nan,,nan,89.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-12-01_10-23-18_Riesling_v4_e1_r1_good6_neu.h5,2022-12-01_10-23-18,9,,nan,0.03847469220246238,0.04619648906683092,200,v4,1,3,good
,nan,,nan,,nan,,nan,1108.0,o1,713.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua1_neu.h5,2022-11-22_10-59-03,2,175.0,out,11.327826585179526,13.406678460858027,200,v4,4,2,mua
131.0,c5,,nan,1112.0,n0,,nan,,nan,706.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua2_neu.h5,2022-11-22_10-59-03,3,237.0,out,8.11210847975554,10.227775320654578,200,v4,3,2,mua
320.0,c1,225.0,o1,415.0,n0,,nan,,nan,78.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good1_neu.h5,2022-11-22_10-59-03,4,225.0,out,1.7642284186401833,2.3109243697478994,200,v4,2,2,good
,nan,,nan,173.0,n0,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good2_neu.h5,2022-11-22_10-59-03,9,,nan,0.10265469824293354,0.04699248120300752,200,v4,1,3,good
,nan,,nan,10.0,n0,,nan,,nan,190.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good3_neu.h5,2022-11-22_10-59-03,10,,nan,0.1384644766997708,0.13821318000884567,200,v4,2,3,good
,nan,242.0,o5,723.0,n0,,nan,781.0,o1,628.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good4_neu.h5,2022-11-22_10-59-03,13,197.0,in,5.299847211611917,2.526536930561698,200,v4,5,3,good
286.0,c5,252.0,o5,293.0,n0,,nan,1076.0,o1,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good5_neu.h5,2022-11-22_10-59-03,13,260.0,in,3.5929144385026737,1.3102609464838568,200,v4,5,3,good
,nan,,nan,996.0,n0,,nan,517.0,o5,439.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua3_neu.h5,2022-11-22_10-59-03,19,,nan,0.3031894576012223,0.2736620964175144,200,v4,1,0,mua
,nan,299.0,o5,244.0,sample,,nan,897.0,o5,984.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua4_neu.h5,2022-11-22_10-59-03,27,311.0,in,1.959988540870894,1.8244139761167626,200,v4,5,0,mua
258.0,c1,,nan,247.0,n0,,nan,,nan,481.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good6_neu.h5,2022-11-22_10-59-03,30,280.0,in,3.401928953399542,3.325409111012826,200,v4,0,1,good
,nan,,nan,196.0,n0,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good7_neu.h5,2022-11-22_10-59-03,34,190.0,out,13.536096256684493,14.188965059708094,200,v4,4,6,good
,nan,213.0,o5,1239.0,sample,,nan,1062.0,o1,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua5_neu.h5,2022-11-22_10-59-03,35,241.0,in,9.620893812070282,8.746130030959751,200,v4,3,6,mua
43.0,c5,,nan,359.0,n0,,nan,1202.0,o1,299.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good8_neu.h5,2022-11-22_10-59-03,39,283.0,out,0.7161955691367456,0.9674922600619195,200,v4,7,6,good
337.0,c5,,nan,640.0,n0,425.0,c1,1239.0,o5,513.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua6_neu.h5,2022-11-22_10-59-03,39,245.0,in,0.7520053475935828,0.4948031844316674,200,v4,7,6,mua
,nan,,nan,800.0,sample,,nan,926.0,o1,1135.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua7_neu.h5,2022-11-22_10-59-03,40,594.0,out,14.085179526355997,14.647832817337461,200,v4,0,7,mua
,nan,,nan,1166.0,n0,,nan,,nan,945.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua8_neu.h5,2022-11-22_10-59-03,41,207.0,out,4.767475171886936,5.868531623175587,200,v4,1,7,mua
223.0,c1,,nan,217.0,sample,,nan,597.0,o5,832.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua9_neu.h5,2022-11-22_10-59-03,44,176.0,in,21.03466386554622,20.914418398938523,200,v4,4,7,mua
461.0,c1,,nan,324.0,n0,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua10_neu.h5,2022-11-22_10-59-03,45,232.0,out,6.405175706646295,7.275541795665635,200,v4,5,7,mua
208.0,c1,204.0,o1,238.0,sample,,nan,,nan,1038.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good9_neu.h5,2022-11-22_10-59-03,46,182.0,in,24.393621084797555,24.438854489164086,200,v4,6,7,good
,nan,,nan,333.0,sample,,nan,,nan,851.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua11_neu.h5,2022-11-22_10-59-03,48,176.0,out,17.487108479755538,17.196483856700574,200,v4,7,5,mua
,nan,463.0,o1,314.0,n0,,nan,645.0,o5,750.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua12_neu.h5,2022-11-22_10-59-03,52,301.0,out,11.568945760122231,15.935979655019903,200,v4,5,5,mua
,nan,,nan,,nan,,nan,,nan,374.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua13_neu.h5,2022-11-22_10-59-03,58,218.0,out,7.090336134453781,8.035714285714285,200,v4,2,5,mua
,nan,358.0,o1,,nan,,nan,,nan,1229.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua14_neu.h5,2022-11-22_10-59-03,0,241.0,out,2.735867074102368,3.2784166298098185,200,v4,6,2,mua
,nan,804.0,o1,998.0,n0,,nan,,nan,874.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good10_neu.h5,2022-11-22_10-59-03,4,731.0,in,0.19576012223071046,0.12162759840778416,200,v4,2,2,good
,nan,,nan,,nan,,nan,,nan,586.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good11_neu.h5,2022-11-22_10-59-03,10,,nan,0.10981665393430098,0.07187085360459974,200,v4,2,3,good
,nan,233.0,o1,561.0,n0,,nan,,nan,1112.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good12_neu.h5,2022-11-22_10-59-03,19,219.0,out,5.889514896867838,6.9410659000442285,200,v4,1,0,good
314.0,c5,215.0,o5,268.0,sample,,nan,,nan,730.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good13_neu.h5,2022-11-22_10-59-03,20,226.0,in,1.9981856378915204,0.5473241928350288,200,v4,5,1,good
318.0,c1,,nan,,nan,,nan,,nan,604.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good14_neu.h5,2022-11-22_10-59-03,26,238.0,out,1.3846447669977082,1.741486068111455,200,v4,2,1,good
,nan,,nan,1223.0,n0,,nan,,nan,548.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good15_neu.h5,2022-11-22_10-59-03,26,232.0,out,2.44938884644767,2.9964617425917734,200,v4,2,1,good
,nan,,nan,560.0,sample,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good16_neu.h5,2022-11-22_10-59-03,52,711.0,out,3.6024637127578303,4.34265811587793,200,v4,5,5,good
,nan,680.0,o5,324.0,n0,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good17_neu.h5,2022-11-22_10-59-03,0,237.0,out,4.034568372803667,3.983303847854932,200,v4,6,2,good
,nan,,nan,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua15_neu.h5,2022-11-22_10-59-03,4,,nan,1.9217914438502675,1.8907563025210083,200,v4,2,2,mua
,nan,875.0,o1,571.0,n0,,nan,,nan,633.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good18_neu.h5,2022-11-22_10-59-03,4,,nan,0.17427425515660808,0.1520344980097302,200,v4,2,2,good
,nan,,nan,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good19_neu.h5,2022-11-22_10-59-03,5,,nan,0.026260504201680673,0.052521008403361345,200,v4,1,2,good
,nan,,nan,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua16_neu.h5,2022-11-22_10-59-03,5,213.0,in,0.7663292589763178,0.5445599292348519,200,v4,1,2,mua
,nan,,nan,,nan,,nan,,nan,189.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good20_neu.h5,2022-11-22_10-59-03,6,,nan,0.03819709702062643,0.044228217602830605,200,v4,0,2,good
183.0,c5,213.0,o5,196.0,sample,,nan,,nan,790.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good21_neu.h5,2022-11-22_10-59-03,6,193.0,in,7.639419404125287,5.901702786377709,200,v4,0,2,good
,nan,,nan,788.0,sample,,nan,926.0,o1,1134.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua17_neu.h5,2022-11-22_10-59-03,7,585.0,out,13.793926661573721,14.324413976116762,200,v4,7,2,mua
328.0,c5,289.0,o5,,nan,,nan,467.0,o1,684.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua18_neu.h5,2022-11-22_10-59-03,8,238.0,out,5.06827731092437,7.8809155241043785,200,v4,0,3,mua
311.0,c5,326.0,o1,555.0,sample,,nan,392.0,o5,1007.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good22_neu.h5,2022-11-22_10-59-03,8,488.0,in,1.959988540870894,1.7691287041132244,200,v4,0,3,good
1109.0,c5,310.0,o1,1066.0,sample,,nan,852.0,o1,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua19_neu.h5,2022-11-22_10-59-03,9,597.0,in,4.072765469824293,3.4470367094206105,200,v4,1,3,mua
,nan,,nan,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good23_neu.h5,2022-11-22_10-59-03,9,,nan,0.052521008403361345,0.016585581601061477,200,v4,1,3,good
,nan,220.0,o1,347.0,n0,,nan,960.0,o1,304.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua20_neu.h5,2022-11-22_10-59-03,10,503.0,out,4.311497326203209,5.008845643520567,200,v4,2,3,mua
298.0,c1,345.0,o1,198.0,sample,,nan,1175.0,o5,479.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good24_neu.h5,2022-11-22_10-59-03,11,230.0,out,17.105137509549273,19.877819548872182,200,v4,3,3,good
,nan,,nan,600.0,n0,,nan,,nan,329.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good25_neu.h5,2022-11-22_10-59-03,11,,nan,0.028647822765469823,0.04699248120300752,200,v4,3,3,good
,nan,,nan,1216.0,n0,,nan,,nan,1135.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua21_neu.h5,2022-11-22_10-59-03,11,207.0,out,1.4085179526355998,1.4595311808934102,200,v4,3,3,mua
393.0,c5,294.0,o1,752.0,sample,,nan,1254.0,o1,500.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua22_neu.h5,2022-11-22_10-59-03,12,200.0,out,4.3449197860962565,4.889982308712959,200,v4,4,3,mua
,nan,,nan,,nan,,nan,,nan,391.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua23_neu.h5,2022-11-22_10-59-03,28,,nan,0.3246753246753247,0.3234188412206988,200,v4,1,1,mua
,nan,345.0,o5,,nan,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good26_neu.h5,2022-11-22_10-59-03,29,1221.0,in,0.5801184110007639,0.48651039363113663,200,v4,6,0,good
,nan,229.0,o1,1222.0,sample,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua24_neu.h5,2022-11-22_10-59-03,29,165.0,out,5.96829640947288,5.793896505970809,200,v4,6,0,mua
,nan,,nan,292.0,n0,87.0,c1,,nan,1134.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good27_neu.h5,2022-11-22_10-59-03,43,454.0,in,0.3151260504201681,0.8956214064573198,200,v4,3,7,good
,nan,,nan,312.0,n0,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua25_neu.h5,2022-11-22_10-59-03,45,,nan,0.6565126050420168,0.7878151260504201,200,v4,5,7,mua
,nan,,nan,284.0,n0,,nan,,nan,,nan,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good28_neu.h5,2022-11-22_10-59-03,45,,nan,0.04297173414820474,0.063578062804069,200,v4,5,7,good
,nan,,nan,237.0,n0,,nan,1106.0,o1,964.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good29_neu.h5,2022-11-22_10-59-03,45,190.0,out,3.280175706646295,3.7317558602388323,200,v4,5,7,good
,nan,188.0,o1,174.0,sample,,nan,137.0,o5,249.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good30_neu.h5,2022-11-22_10-59-03,47,62.0,out,1.4371657754010696,1.4042459088898718,200,v4,7,7,good
,nan,189.0,o1,764.0,n0,,nan,,nan,366.0,n0,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_mua26_neu.h5,2022-11-22_10-59-03,47,242.0,in,3.234816653934301,2.3855594869526757,200,v4,7,7,mua
,nan,,nan,249.0,n0,,nan,887.0,o1,683.0,sample,/envau/work/invibe/USERS/IBOS/data/Riesling/TSCM/OpenEphys/new_structure/session_struct/v4/neurons/2022-11-22_10-59-03_Riesling_v4_e1_r1_good31_neu.h5,2022-11-22_10-59-03,50,184.0,out,8.603896103896103,8.50563909774436,200,v4,6,5,good
